Policy No;campaign_Period;campaign_type;product
000076309352;Jun - Aug;1;LGC
000076309384;Jun - Aug;1;LGC
000076309411;Jun - Aug;1;LGC
000076309436;Jun - Aug;1;LGC
000076309450;Jun - Aug;1;LGC
000076309534;Jun - Aug;1;LGC
000076309541;Jun - Aug;1;LGC
000076309664;Jun - Aug;1;LGC
000076309755;Jun - Aug;1;LGC
000076310007;Jun - Aug;1;LGC
000076310021;Jun - Aug;1;LGC
000076310085;Jun - Aug;1;LGC
000076310228;Jun - Aug;1;LGC
000076310424;Jun - Aug;1;LGC
000076310449;Jun - Aug;1;LGC
000076310940;Jun - Aug;1;LGC
000076311318;Jun - Aug;1;LGC
000076311430;Jun - Aug;1;LGC
000076311553;Jun - Aug;1;LGC
000076311801;Jun - Aug;1;LGC
000076311858;Jun - Aug;1;LGC
000076311865;Jun - Aug;1;LGC
000076312349;Jun - Aug;1;LGC
000076312422;Jun - Aug;1;LGC
000076312766;Jun - Aug;1;LGC
000076312800;Jun - Aug;1;LGC
000076312923;Jun - Aug;1;LGC
000076312930;Jun - Aug;1;LGC
000076312955;Jun - Aug;1;LGC
000076313004;Jun - Aug;1;LGC
000076313218;Jun - Aug;1;LGC
000076313225;Jun - Aug;1;LGC
000076313257;Jun - Aug;1;LGC
000076313492;Jun - Aug;1;LGC
000076313642;Jun - Aug;1;LGC
000076313733;Jun - Aug;1;LGC
000076313758;Jun - Aug;1;LGC
000076313817;Jun - Aug;1;LGC
000076313849;Jun - Aug;1;LGC
000076314288;Jun - Aug;1;LGC
000076314732;Jun - Aug;1;LGC
000076314816;Jun - Aug;1;LGC
000076314907;Jun - Aug;1;LGC
000076314914;Jun - Aug;1;LGC
000076314921;Jun - Aug;1;LGC
000076315209;Jun - Aug;1;LGC
000076315223;Jun - Aug;1;LGC
000076315230;Jun - Aug;1;LGC
000076315287;Jun - Aug;1;LGC
000076315601;Jun - Aug;1;LGC
000076315658;Jun - Aug;1;LGC
000076315756;Jun - Aug;1;LGC
000076315861;Jun - Aug;1;LGC
000076315945;Jun - Aug;1;LGC
000076315977;Jun - Aug;1;LGC
000076316230;Jun - Aug;1;LGC
000076316286;Jun - Aug;1;LGC
000076316475;Jun - Aug;1;LGC
000076316580;Jun - Aug;1;LGC
000076316632;Jun - Aug;1;LGC
000076316696;Jun - Aug;1;LGC
000076316709;Jun - Aug;1;LGC
000076316951;Jun - Aug;1;LGC
000076317018;Jun - Aug;1;LGC
000076317239;Jun - Aug;1;LGC
000076317253;Jun - Aug;1;LGC
000076317337;Jun - Aug;1;LGC
000076317383;Jun - Aug;1;LGC
000076317540;Jun - Aug;1;LGC
000076317617;Jun - Aug;1;LGC
000076317708;Jun - Aug;1;LGC
000076317779;Jun - Aug;1;LGC
000076317877;Jun - Aug;1;LGC
000076317943;Jun - Aug;1;LGC
000076318056;Jun - Aug;1;LGC
000076318311;Jun - Aug;1;LGC
000076318382;Jun - Aug;1;LGC
000076318410;Jun - Aug;1;LGC
000076318473;Jun - Aug;1;LGC
000076318609;Jun - Aug;1;LGC
000076318655;Jun - Aug;1;LGC
000076318935;Jun - Aug;1;LGC
000076318967;Jun - Aug;1;LGC
000076319030;Jun - Aug;1;LGC
000076319146;Jun - Aug;1;LGC
000076319160;Jun - Aug;1;LGC
000076319251;Jun - Aug;1;LGC
000076319401;Jun - Aug;1;LGC
000076319458;Jun - Aug;1;LGC
000076319500;Jun - Aug;1;LGC
000076319556;Jun - Aug;1;LGC
000076319563;Jun - Aug;1;LGC
000076319791;Jun - Aug;1;LGC
000076319959;Jun - Aug;1;LGC
000076320134;Jun - Aug;1;LGC
000076320460;Jun - Aug;1;LGC
000076320603;Jun - Aug;1;LGC
000076320667;Jun - Aug;1;LGC
000076320758;Jun - Aug;1;LGC
000076320780;Jun - Aug;1;LGC
000076320895;Jun - Aug;1;LGC
000076320961;Jun - Aug;1;LGC
000076321010;Jun - Aug;1;LGC
000076321067;Jun - Aug;1;LGC
000076321074;Jun - Aug;1;LGC
000076321140;Jun - Aug;1;LGC
000076321172;Jun - Aug;1;LGC
000076321180;Jun - Aug;1;LGC
000076321197;Jun - Aug;1;LGC
000076321217;Jun - Aug;1;LGC
000076321224;Jun - Aug;1;LGC
000076321288;Jun - Aug;1;LGC
000076321295;Jun - Aug;1;LGC
000076321315;Jun - Aug;1;LGC
000076321361;Jun - Aug;1;LGC
000076321379;Jun - Aug;1;LGC
000076321543;Jun - Aug;1;LGC
000076321610;Jun - Aug;1;LGC
000076321816;Jun - Aug;1;LGC
000076321830;Jun - Aug;1;LGC
000076321855;Jun - Aug;1;LGC
000076321870;Jun - Aug;1;LGC
000076321887;Jun - Aug;1;LGC
000076322216;Jun - Aug;1;LGC
000076322392;Jun - Aug;1;LGC
000076322808;Jun - Aug;1;LGC
000076322913;Jun - Aug;1;LGC
000076323001;Jun - Aug;1;LGC
000076323072;Jun - Aug;1;LGC
000076323261;Jun - Aug;1;LGC
000076323657;Jun - Aug;1;LGC
000076323860;Jun - Aug;1;LGC
000076323912;Jun - Aug;1;LGC
000076324025;Jun - Aug;1;LGC
000076324064;Jun - Aug;1;LGC
000076324194;Jun - Aug;1;LGC
000076324754;Jun - Aug;1;LGC
000076324806;Jun - Aug;1;LGC
000076324813;Jun - Aug;1;LGC
000076324929;Jun - Aug;1;LGC
000076325130;Jun - Aug;1;LGC
000076325186;Jun - Aug;1;LGC
000076325329;Jun - Aug;1;LGC
000076325382;Jun - Aug;1;LGC
000076325441;Jun - Aug;1;LGC
000076325480;Jun - Aug;1;LGC
000076325557;Jun - Aug;1;LGC
000076325837;Jun - Aug;1;LGC
000076325974;Jun - Aug;1;LGC
000076326107;Jun - Aug;1;LGC
000076326146;Jun - Aug;1;LGC
000076326399;Jun - Aug;1;LGC
000076326419;Jun - Aug;1;LGC
000076326440;Jun - Aug;1;LGC
000076326500;Jun - Aug;1;LGC
000076326595;Jun - Aug;1;LGC
000076326791;Jun - Aug;1;LGC
000076326980;Jun - Aug;1;LGC
000076327120;Jun - Aug;1;LGC
000076327160;Jun - Aug;1;LGC
000076327211;Jun - Aug;1;LGC
000076327243;Jun - Aug;1;LGC
000076327398;Jun - Aug;1;LGC
000076327418;Jun - Aug;1;LGC
000076327705;Jun - Aug;1;LGC
000076327712;Jun - Aug;1;LGC
000076327751;Jun - Aug;1;LGC
000076327810;Jun - Aug;1;LGC
000076327828;Jun - Aug;1;LGC
000076327835;Jun - Aug;1;LGC
000076327940;Jun - Aug;1;LGC
000076327965;Jun - Aug;1;LGC
000076328561;Jun - Aug;1;LGC
000076328620;Jun - Aug;1;LGC
000076328652;Jun - Aug;1;LGC
000076329150;Jun - Aug;1;LGC
000076329234;Jun - Aug;1;LGC
000076329364;Jun - Aug;1;LGC
000076329430;Jun - Aug;1;LGC
000076329514;Jun - Aug;1;LGC
000076329781;Jun - Aug;1;LGC
000076329880;Jun - Aug;1;LGC
000076329897;Jun - Aug;1;LGC
000076330019;Jun - Aug;1;LGC
000076330156;Jun - Aug;1;LGC
000076330247;Jun - Aug;1;LGC
000076330450;Jun - Aug;1;LGC
000076330566;Jun - Aug;1;LGC
000076330689;Jun - Aug;1;LGC
000076330892;Jun - Aug;1;LGC
000076331032;Jun - Aug;1;LGC
000076331040;Jun - Aug;1;LGC
000076331170;Jun - Aug;1;LGC
000076331278;Jun - Aug;1;LGC
000076331292;Jun - Aug;1;LGC
000076331663;Jun - Aug;1;LGC
000076331722;Jun - Aug;1;LGC
000076331779;Jun - Aug;1;LGC
000076331838;Jun - Aug;1;LGC
000076331845;Jun - Aug;1;LGC
000076331943;Jun - Aug;1;LGC
000076332154;Jun - Aug;1;LGC
000076332336;Jun - Aug;1;LGC
000076332390;Jun - Aug;1;LGC
000076332427;Jun - Aug;1;LGC
000076332623;Jun - Aug;1;LGC
000076332903;Jun - Aug;1;LGC
000076332950;Jun - Aug;1;LGC
000076333094;Jun - Aug;1;LGC
000076333121;Jun - Aug;1;LGC
000076333283;Jun - Aug;1;LGC
000076333303;Jun - Aug;1;LGC
000076333328;Jun - Aug;1;LGC
000076333342;Jun - Aug;1;LGC
000076333381;Jun - Aug;1;LGC
000076333399;Jun - Aug;1;LGC
000076333531;Jun - Aug;1;LGC
000076333549;Jun - Aug;1;LGC
000076333595;Jun - Aug;1;LGC
000076333630;Jun - Aug;1;LGC
000076333654;Jun - Aug;1;LGC
000076333693;Jun - Aug;1;LGC
000076333706;Jun - Aug;1;LGC
000076333934;Jun - Aug;1;LGC
000076334015;Jun - Aug;1;LGC
000076334310;Jun - Aug;1;LGC
000076334341;Jun - Aug;1;LGC
000076334418;Jun - Aug;1;LGC
000076334457;Jun - Aug;1;LGC
000076334464;Jun - Aug;1;LGC
000076334678;Jun - Aug;1;LGC
000076334720;Jun - Aug;1;LGC
000076334997;Jun - Aug;1;LGC
000076335046;Jun - Aug;1;LGC
000076335151;Jun - Aug;1;LGC
000076335235;Jun - Aug;1;LGC
000076335340;Jun - Aug;1;LGC
000076335660;Jun - Aug;1;LGC
000076335775;Jun - Aug;1;LGC
000076335782;Jun - Aug;1;LGC
000076335925;Jun - Aug;1;LGC
000076336129;Jun - Aug;1;LGC
000076336210;Jun - Aug;1;LGC
000076336364;Jun - Aug;1;LGC
000076336448;Jun - Aug;1;LGC
000076336865;Jun - Aug;1;LGC
000076336917;Jun - Aug;1;LGC
000076337051;Jun - Aug;1;LGC
000076337150;Jun - Aug;1;LGC
000076337629;Jun - Aug;1;LGC
000076338180;Jun - Aug;1;LGC
000076338394;Jun - Aug;1;LGC
000076338512;Jun - Aug;1;LGC
000076339126;Jun - Aug;1;LGC
000076339165;Jun - Aug;1;LGC
000076339224;Jun - Aug;1;LGC
000076339379;Jun - Aug;1;LGC
000076339568;Jun - Aug;1;LGC
000076339666;Jun - Aug;1;LGC
000076339887;Jun - Aug;1;LGC
000076339914;Jun - Aug;1;LGC
000076340087;Jun - Aug;1;LGC
000076340139;Jun - Aug;1;LGC
000076340153;Jun - Aug;1;LGC
000076340160;Jun - Aug;1;LGC
000076340205;Jun - Aug;1;LGC
000076340290;Jun - Aug;1;LGC
000076340367;Jun - Aug;1;LGC
000076340381;Jun - Aug;1;LGC
000076340549;Jun - Aug;1;LGC
000076340608;Jun - Aug;1;LGC
000076340622;Jun - Aug;1;LGC
000076340836;Jun - Aug;1;LGC
000076340890;Jun - Aug;1;LGC
000076341008;Jun - Aug;1;LGC
000076341061;Jun - Aug;1;LGC
000076341327;Jun - Aug;1;LGC
000076341440;Jun - Aug;1;LGC
000076341516;Jun - Aug;1;LGC
000076341548;Jun - Aug;1;LGC
000076341621;Jun - Aug;1;LGC
000076341705;Jun - Aug;1;LGC
000076341803;Jun - Aug;1;LGC
000076341867;Jun - Aug;1;LGC
000076341881;Jun - Aug;1;LGC
000076341933;Jun - Aug;1;LGC
000076342007;Jun - Aug;1;LGC
000076342053;Jun - Aug;1;LGC
000076342120;Jun - Aug;1;LGC
000076342235;Jun - Aug;1;LGC
000076342299;Jun - Aug;1;LGC
000076342397;Jun - Aug;1;LGC
000076342400;Jun - Aug;1;LGC
000076342508;Jun - Aug;1;LGC
000076342530;Jun - Aug;1;LGC
000076342547;Jun - Aug;1;LGC
000076342711;Jun - Aug;1;LGC
000076342768;Jun - Aug;1;LGC
000076342834;Jun - Aug;1;LGC
000076342880;Jun - Aug;1;LGC
000076343091;Jun - Aug;1;LGC
000076343182;Jun - Aug;1;LGC
000076343423;Jun - Aug;1;LGC
000076343560;Jun - Aug;1;LGC
000076343644;Jun - Aug;1;LGC
000076343735;Jun - Aug;1;LGC
000076344005;Jun - Aug;1;LGC
000076344051;Jun - Aug;1;LGC
000076344150;Jun - Aug;1;LGC
000076344174;Jun - Aug;1;LGC
000076344199;Jun - Aug;1;LGC
000076344219;Jun - Aug;1;LGC
000076344272;Jun - Aug;1;LGC
000076344297;Jun - Aug;1;LGC
000076344506;Jun - Aug;1;LGC
000076344538;Jun - Aug;1;LGC
000076344552;Jun - Aug;1;LGC
000076344577;Jun - Aug;1;LGC
000076344611;Jun - Aug;1;LGC
000076344668;Jun - Aug;1;LGC
000076344825;Jun - Aug;1;LGC
000076344840;Jun - Aug;1;LGC
000076344896;Jun - Aug;1;LGC
000076345102;Jun - Aug;1;LGC
000076345218;Jun - Aug;1;LGC
000076345225;Jun - Aug;1;LGC
000076345257;Jun - Aug;1;LGC
000076345296;Jun - Aug;1;LGC
000076345316;Jun - Aug;1;LGC
000076345908;Jun - Aug;1;LGC
000076346003;Jun - Aug;1;LGC
000076346099;Jun - Aug;1;LGC
000076346140;Jun - Aug;1;LGC
000076346379;Jun - Aug;1;LGC
000076346484;Jun - Aug;1;LGC
000076346627;Jun - Aug;1;LGC
000076346725;Jun - Aug;1;LGC
000076346757;Jun - Aug;1;LGC
000076346985;Jun - Aug;1;LGC
000076347132;Jun - Aug;1;LGC
000076347262;Jun - Aug;1;LGC
000076347339;Jun - Aug;1;LGC
000076347483;Jun - Aug;1;LGC
000076347697;Jun - Aug;1;LGC
000076347770;Jun - Aug;1;LGC
000076347788;Jun - Aug;1;LGC
000076347952;Jun - Aug;1;LGC
000076348117;Jun - Aug;1;LGC
000076348247;Jun - Aug;1;LGC
000076348345;Jun - Aug;1;LGC
000076348482;Jun - Aug;1;LGC
000076348527;Jun - Aug;1;LGC
000076348559;Jun - Aug;1;LGC
000076348598;Jun - Aug;1;LGC
000076348770;Jun - Aug;1;LGC
000076348885;Jun - Aug;1;LGC
000076348937;Jun - Aug;1;LGC
000076348983;Jun - Aug;1;LGC
000076349032;Jun - Aug;1;LGC
000076349057;Jun - Aug;1;LGC
000076349170;Jun - Aug;1;LGC
000076349214;Jun - Aug;1;LGC
000076349435;Jun - Aug;1;LGC
000076349474;Jun - Aug;1;LGC
000076349565;Jun - Aug;1;LGC
000076349631;Jun - Aug;1;LGC
000076349695;Jun - Aug;1;LGC
000076349877;Jun - Aug;1;LGC
000076350052;Jun - Aug;1;LGC
000076350325;Jun - Aug;1;LGC
000076350340;Jun - Aug;1;LGC
000076350371;Jun - Aug;1;LGC
000076350416;Jun - Aug;1;LGC
000076350462;Jun - Aug;1;LGC
000076350585;Jun - Aug;1;LGC
000076350728;Jun - Aug;1;LGC
000076350826;Jun - Aug;1;LGC
000076351388;Jun - Aug;1;LGC
000076351513;Jun - Aug;1;LGC
000076351675;Jun - Aug;1;LGC
000076351682;Jun - Aug;1;LGC
000076351840;Jun - Aug;1;LGC
000076352029;Jun - Aug;1;LGC
000076352309;Jun - Aug;1;LGC
000076352576;Jun - Aug;1;LGC
000076352800;Jun - Aug;1;LGC
000076352870;Jun - Aug;1;LGC
000076352888;Jun - Aug;1;LGC
000076353680;Jun - Aug;1;LGC
000076353830;Jun - Aug;1;LGC
000076353862;Jun - Aug;1;LGC
000076354140;Jun - Aug;1;LGC
000076354189;Jun - Aug;1;LGC
000076354216;Jun - Aug;1;LGC
000076354405;Jun - Aug;1;LGC
000076354724;Jun - Aug;1;LGC
000076355040;Jun - Aug;1;LGC
000076355058;Jun - Aug;1;LGC
000076355100;Jun - Aug;1;LGC
000076355230;Jun - Aug;1;LGC
000076355254;Jun - Aug;1;LGC
000076355293;Jun - Aug;1;LGC
000076355490;Jun - Aug;1;LGC
000076355527;Jun - Aug;1;LGC
000076355878;Jun - Aug;1;LGC
000076355905;Jun - Aug;1;LGC
000076355976;Jun - Aug;1;LGC
000076356064;Jun - Aug;1;LGC
000076356260;Jun - Aug;1;LGC
000076356533;Jun - Aug;1;LGC
000076356624;Jun - Aug;1;LGC
000076356708;Jun - Aug;1;LGC
000076356891;Jun - Aug;1;LGC
000076356943;Jun - Aug;1;LGC
000076356990;Jun - Aug;1;LGC
000076357161;Jun - Aug;1;LGC
000076357245;Jun - Aug;1;LGC
000076357252;Jun - Aug;1;LGC
000076357311;Jun - Aug;1;LGC
000076357441;Jun - Aug;1;LGC
000076357557;Jun - Aug;1;LGC
000076357694;Jun - Aug;1;LGC
000076357805;Jun - Aug;1;LGC
000076357890;Jun - Aug;1;LGC
000076357903;Jun - Aug;1;LGC
000076357928;Jun - Aug;1;LGC
000076357942;Jun - Aug;1;LGC
000076357999;Jun - Aug;1;LGC
000076358328;Jun - Aug;1;LGC
000076358531;Jun - Aug;1;LGC
000076358595;Jun - Aug;1;LGC
000076358713;Jun - Aug;1;LGC
000076358804;Jun - Aug;1;LGC
000076358941;Jun - Aug;1;LGC
000076359022;Jun - Aug;1;LGC
000076359061;Jun - Aug;1;LGC
000076359113;Jun - Aug;1;LGC
000076359685;Jun - Aug;1;LGC
000076359783;Jun - Aug;1;LGC
000076359835;Jun - Aug;1;LGC
000076359881;Jun - Aug;1;LGC
000076360217;Jun - Aug;1;LGC
000076360330;Jun - Aug;1;LGC
000076360379;Jun - Aug;1;LGC
000076360386;Jun - Aug;1;LGC
000076360438;Jun - Aug;1;LGC
000076360543;Jun - Aug;1;LGC
000076360870;Jun - Aug;1;LGC
000076360953;Jun - Aug;1;LGC
000076360985;Jun - Aug;1;LGC
000076360992;Jun - Aug;1;LGC
000076361171;Jun - Aug;1;LGC
000076361255;Jun - Aug;1;LGC
000076361307;Jun - Aug;1;LGC
000076361385;Jun - Aug;1;LGC
000076361392;Jun - Aug;1;LGC
000076361490;Jun - Aug;1;LGC
000076361619;Jun - Aug;1;LGC
000076361640;Jun - Aug;1;LGC
000076361700;Jun - Aug;1;LGC
000076361893;Jun - Aug;1;LGC
000076362033;Jun - Aug;1;LGC
000076362072;Jun - Aug;1;LGC
000076362279;Jun - Aug;1;LGC
000076362286;Jun - Aug;1;LGC
000076362338;Jun - Aug;1;LGC
000076362377;Jun - Aug;1;LGC
000076362384;Jun - Aug;1;LGC
000076362429;Jun - Aug;1;LGC
000076362573;Jun - Aug;1;LGC
000076362618;Jun - Aug;1;LGC
000076362657;Jun - Aug;1;LGC
000076362878;Jun - Aug;1;LGC
000076362905;Jun - Aug;1;LGC
000076362944;Jun - Aug;1;LGC
000076363320;Jun - Aug;1;LGC
000076363337;Jun - Aug;1;LGC
000076363403;Jun - Aug;1;LGC
000076363410;Jun - Aug;1;LGC
000076363600;Jun - Aug;1;LGC
000076363649;Jun - Aug;1;LGC
000076363747;Jun - Aug;1;LGC
000076363754;Jun - Aug;1;LGC
000076363786;Jun - Aug;1;LGC
000076363806;Jun - Aug;1;LGC
000076363820;Jun - Aug;1;LGC
000076363845;Jun - Aug;1;LGC
000076363852;Jun - Aug;1;LGC
000076363904;Jun - Aug;1;LGC
000076363950;Jun - Aug;1;LGC
000076363990;Jun - Aug;1;LGC
000076364049;Jun - Aug;1;LGC
000076364063;Jun - Aug;1;LGC
000076364088;Jun - Aug;1;LGC
000076364115;Jun - Aug;1;LGC
000076364193;Jun - Aug;1;LGC
000076364206;Jun - Aug;1;LGC
000076364213;Jun - Aug;1;LGC
000076364238;Jun - Aug;1;LGC
000076364260;Jun - Aug;1;LGC
000076364277;Jun - Aug;1;LGC
000076364284;Jun - Aug;1;LGC
000076364291;Jun - Aug;1;LGC
000076364311;Jun - Aug;1;LGC
000076364390;Jun - Aug;1;LGC
000076364434;Jun - Aug;1;LGC
000076364441;Jun - Aug;1;LGC
000076364525;Jun - Aug;1;LGC
000076364540;Jun - Aug;1;LGC
000076364571;Jun - Aug;1;LGC
000076364630;Jun - Aug;1;LGC
000076364662;Jun - Aug;1;LGC
000076364687;Jun - Aug;1;LGC
000076364694;Jun - Aug;1;LGC
000076364707;Jun - Aug;1;LGC
000076364714;Jun - Aug;1;LGC
000076364739;Jun - Aug;1;LGC
000076364746;Jun - Aug;1;LGC
000076364760;Jun - Aug;1;LGC
000076364844;Jun - Aug;1;LGC
000076364876;Jun - Aug;1;LGC
000076364974;Jun - Aug;1;LGC
000076365009;Jun - Aug;1;LGC
000076365030;Jun - Aug;1;LGC
000076365114;Jun - Aug;1;LGC
000076365146;Jun - Aug;1;LGC
000076365153;Jun - Aug;1;LGC
000076365237;Jun - Aug;1;LGC
000076365244;Jun - Aug;1;LGC
000076365276;Jun - Aug;1;LGC
000076365283;Jun - Aug;1;LGC
000076365303;Jun - Aug;1;LGC
000076365310;Jun - Aug;1;LGC
000076365335;Jun - Aug;1;LGC
000076365342;Jun - Aug;1;LGC
000076365367;Jun - Aug;1;LGC
000076365374;Jun - Aug;1;LGC
000076365399;Jun - Aug;1;LGC
000076365401;Jun - Aug;1;LGC
000076365426;Jun - Aug;1;LGC
000076365433;Jun - Aug;1;LGC
000076365440;Jun - Aug;1;LGC
000076365458;Jun - Aug;1;LGC
000076365472;Jun - Aug;1;LGC
000076365524;Jun - Aug;1;LGC
000076365556;Jun - Aug;1;LGC
000076365570;Jun - Aug;1;LGC
000076365588;Jun - Aug;1;LGC
000076365630;Jun - Aug;1;LGC
000076365720;Jun - Aug;1;LGC
000076365745;Jun - Aug;1;LGC
000076365811;Jun - Aug;1;LGC
000076365850;Jun - Aug;1;LGC
000076365902;Jun - Aug;1;LGC
000076365910;Jun - Aug;1;LGC
000076365934;Jun - Aug;1;LGC
000076365959;Jun - Aug;1;LGC
000076365966;Jun - Aug;1;LGC
000076365980;Jun - Aug;1;LGC
000076366008;Jun - Aug;1;LGC
000076366047;Jun - Aug;1;LGC
000076366061;Jun - Aug;1;LGC
000076366145;Jun - Aug;1;LGC
000076366160;Jun - Aug;1;LGC
000076366184;Jun - Aug;1;LGC
000076366191;Jun - Aug;1;LGC
000076366236;Jun - Aug;1;LGC
000076366275;Jun - Aug;1;LGC
000076366282;Jun - Aug;1;LGC
000076366327;Jun - Aug;1;LGC
000076366366;Jun - Aug;1;LGC
000076366373;Jun - Aug;1;LGC
000076366380;Jun - Aug;1;LGC
000076366398;Jun - Aug;1;LGC
000076366400;Jun - Aug;1;LGC
000076366425;Jun - Aug;1;LGC
000076366440;Jun - Aug;1;LGC
000076366489;Jun - Aug;1;LGC
000076366496;Jun - Aug;1;LGC
000076366516;Jun - Aug;1;LGC
000076366523;Jun - Aug;1;LGC
000076366548;Jun - Aug;1;LGC
000076366555;Jun - Aug;1;LGC
000076366607;Jun - Aug;1;LGC
000076366614;Jun - Aug;1;LGC
000076366705;Jun - Aug;1;LGC
000076366712;Jun - Aug;1;LGC
000076366744;Jun - Aug;1;LGC
000076366769;Jun - Aug;1;LGC
000076366776;Jun - Aug;1;LGC
000076366783;Jun - Aug;1;LGC
000076366790;Jun - Aug;1;LGC
000076366810;Jun - Aug;1;LGC
000076366835;Jun - Aug;1;LGC
000076366881;Jun - Aug;1;LGC
000076366899;Jun - Aug;1;LGC
000076366919;Jun - Aug;1;LGC
000076366926;Jun - Aug;1;LGC
000076366958;Jun - Aug;1;LGC
000076366965;Jun - Aug;1;LGC
000076366972;Jun - Aug;1;LGC
000076366980;Jun - Aug;1;LGC
000076367021;Jun - Aug;1;LGC
000076367078;Jun - Aug;1;LGC
000076367137;Jun - Aug;1;LGC
000076367144;Jun - Aug;1;LGC
000076367203;Jun - Aug;1;LGC
000076367210;Jun - Aug;1;LGC
000076367235;Jun - Aug;1;LGC
000076367242;Jun - Aug;1;LGC
000076367250;Jun - Aug;1;LGC
000076367281;Jun - Aug;1;LGC
000076367358;Jun - Aug;1;LGC
000076367397;Jun - Aug;1;LGC
000076367515;Jun - Aug;1;LGC
000076367561;Jun - Aug;1;LGC
000076367586;Jun - Aug;1;LGC
000076367638;Jun - Aug;1;LGC
000076367684;Jun - Aug;1;LGC
000076367775;Jun - Aug;1;LGC
000076367834;Jun - Aug;1;LGC
000076367841;Jun - Aug;1;LGC
000076367918;Jun - Aug;1;LGC
000076368013;Jun - Aug;1;LGC
000076368038;Jun - Aug;1;LGC
000076368045;Jun - Aug;1;LGC
000076368143;Jun - Aug;1;LGC
000076368325;Jun - Aug;1;LGC
000076368340;Jun - Aug;1;LGC
000076368409;Jun - Aug;1;LGC
000076368448;Jun - Aug;1;LGC
000076368455;Jun - Aug;1;LGC
000076368470;Jun - Aug;1;LGC
000076368539;Jun - Aug;1;LGC
000076368612;Jun - Aug;1;LGC
000076368644;Jun - Aug;1;LGC
000076368669;Jun - Aug;1;LGC
000076368690;Jun - Aug;1;LGC
000076368750;Jun - Aug;1;LGC
000076368774;Jun - Aug;1;LGC
000076368819;Jun - Aug;1;LGC
000076368840;Jun - Aug;1;LGC
000076368858;Jun - Aug;1;LGC
000076368865;Jun - Aug;1;LGC
000076368872;Jun - Aug;1;LGC
000076368900;Jun - Aug;1;LGC
000076368995;Jun - Aug;1;LGC
000076369005;Jun - Aug;1;LGC
000076369051;Jun - Aug;1;LGC
000076369103;Jun - Aug;1;LGC
000076369174;Jun - Aug;1;LGC
000076369219;Jun - Aug;1;LGC
000076369233;Jun - Aug;1;LGC
000076369258;Jun - Aug;1;LGC
000076369300;Jun - Aug;1;LGC
000076369331;Jun - Aug;1;LGC
000076369349;Jun - Aug;1;LGC
000076369363;Jun - Aug;1;LGC
000076369370;Jun - Aug;1;LGC
000076369422;Jun - Aug;1;LGC
000076369454;Jun - Aug;1;LGC
000076369461;Jun - Aug;1;LGC
000076369493;Jun - Aug;1;LGC
000076369513;Jun - Aug;1;LGC
000076369520;Jun - Aug;1;LGC
000076369538;Jun - Aug;1;LGC
000076369545;Jun - Aug;1;LGC
000076369591;Jun - Aug;1;LGC
000076369611;Jun - Aug;1;LGC
000076369629;Jun - Aug;1;LGC
000076369650;Jun - Aug;1;LGC
000076369668;Jun - Aug;1;LGC
000076369710;Jun - Aug;1;LGC
000076369741;Jun - Aug;1;LGC
000076369825;Jun - Aug;1;LGC
000076369889;Jun - Aug;1;LGC
000076369948;Jun - Aug;1;LGC
000076370000;Jun - Aug;1;LGC
000076370071;Jun - Aug;1;LGC
000076370089;Jun - Aug;1;LGC
000076370116;Jun - Aug;1;LGC
000076370123;Jun - Aug;1;LGC
000076370155;Jun - Aug;1;LGC
000076370162;Jun - Aug;1;LGC
000076370292;Jun - Aug;1;LGC
000076370305;Jun - Aug;1;LGC
000076370410;Jun - Aug;1;LGC
000076370428;Jun - Aug;1;LGC
000076370663;Jun - Aug;1;LGC
000076370688;Jun - Aug;1;LGC
000076370761;Jun - Aug;1;LGC
000076370813;Jun - Aug;1;LGC
000076371017;Jun - Aug;1;LGC
000076371031;Jun - Aug;1;LGC
000076371122;Jun - Aug;1;LGC
000076371186;Jun - Aug;1;LGC
000076371480;Jun - Aug;1;LGC
000076371518;Jun - Aug;1;LGC
000076371616;Jun - Aug;1;LGC
000076371655;Jun - Aug;1;LGC
000076371778;Jun - Aug;1;LGC
000076371837;Jun - Aug;1;LGC
000076371876;Jun - Aug;1;LGC
000076372328;Jun - Aug;1;LGC
000076372350;Jun - Aug;1;LGC
000076372419;Jun - Aug;1;LGC
000076372531;Jun - Aug;1;LGC
000076372549;Jun - Aug;1;LGC
000076372588;Jun - Aug;1;LGC
000076372595;Jun - Aug;1;LGC
000076372927;Jun - Aug;1;LGC
000076373184;Jun - Aug;1;LGC
000076373250;Jun - Aug;1;LGC
000076373302;Jun - Aug;1;LGC
000076373327;Jun - Aug;1;LGC
000076373359;Jun - Aug;1;LGC
000076373496;Jun - Aug;1;LGC
000076373607;Jun - Aug;1;LGC
000076373712;Jun - Aug;1;LGC
000076374014;Jun - Aug;1;LGC
000076374046;Jun - Aug;1;LGC
000076374144;Jun - Aug;1;LGC
000076374319;Jun - Aug;1;LGC
000076374333;Jun - Aug;1;LGC
000076374424;Jun - Aug;1;LGC
000076374488;Jun - Aug;1;LGC
000076374579;Jun - Aug;1;LGC
000076374677;Jun - Aug;1;LGC
000076374768;Jun - Aug;1;LGC
000076374898;Jun - Aug;1;LGC
000076374900;Jun - Aug;1;LGC
000076374932;Jun - Aug;1;LGC
000076374940;Jun - Aug;1;LGC
000076374996;Jun - Aug;1;LGC
000076375045;Jun - Aug;1;LGC
